,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,trialScore,cumulativeScore,cumulativeBonus,eventType,practice
1,5ef968c1ce2f7f58fcd0acdb,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403585837.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
2,5ef968e6ce2f7f58fcd0ace6,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403622614.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
3,5ef96911ce2f7f58fcd0acf8,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403665621.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
4,5ef96934ce2f7f58fcd0ad0b,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403700362.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
5,5ef96955ce2f7f58fcd0ad1d,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403733547.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
6,5ef96998ce2f7f58fcd0ad43,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403800862.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
7,5ef969dfce2f7f58fcd0ad5c,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593403871780.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
8,5ef96a68ce2f7f58fcd0ad72,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404008790.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,0,0,0.0,endTrial,True
9,5ef96a8ece2f7f58fcd0ad78,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404046045.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
10,5ef96aa0ce2f7f58fcd0ad7d,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404064268.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
11,5ef96abdce2f7f58fcd0ad85,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404093242.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,75,0,0.0,endTrial,True
12,5ef96ae8ce2f7f58fcd0ad90,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404136478.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
13,5ef96b14ce2f7f58fcd0ad97,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404180154.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
14,5ef96b2dce2f7f58fcd0ad9e,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404205585.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
15,5ef96b4bce2f7f58fcd0ada7,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404235257.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
16,5ef96b81ce2f7f58fcd0adaf,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404289577.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,50,0,0.0,endTrial,True
17,5ef96bbbce2f7f58fcd0adb8,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404347025.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,horizontal,vertical,,0,practice,100,0,0.0,endTrial,True
18,5ef96c81ce2f7f58fcd0add8,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404545559.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,C,0.0,0,0,43,43,0.0,endTrial,False
19,5ef96cb1ce2f7f58fcd0ade9,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404593214.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,Pi,1.0,0,0,37,80,0.0,endTrial,False
20,5ef96cf7ce2f7f58fcd0adfe,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404663343.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,C,Pi,2.0,0,0,12,92,0.0,endTrial,False
21,5ef96d3bce2f7f58fcd0ae14,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404731762.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,C,L,3.0,0,1,18,110,0.0,endTrial,False
22,5ef96d7ace2f7f58fcd0ae28,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404794319.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,Pi,L,4.0,0,1,6,116,0.0,endTrial,False
23,5ef96da2ce2f7f58fcd0ae3c,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404834168.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,Pi,C,5.0,0,1,6,122,0.0,endTrial,False
24,5ef96ddbce2f7f58fcd0ae52,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404891535.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,C,6.0,0,2,18,140,0.0,endTrial,False
25,5ef96e11ce2f7f58fcd0ae6e,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404945687.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,L,Pi,7.0,0,2,31,171,0.0,endTrial,False
26,5ef96e45ce2f7f58fcd0ae83,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593404997253.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,C,Pi,8.0,0,2,37,208,0.0,endTrial,False
27,5ef96e89ce2f7f58fcd0aea0,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593405065328.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,Pi,L,9.0,0,3,37,245,0.0,endTrial,False
28,5ef96eb1ce2f7f58fcd0aeaa,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593405105246.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,C,L,10.0,0,3,37,282,0.0,endTrial,False
29,5ef96efbce2f7f58fcd0aeb5,pilot2,1959-2f467add-c0d9-49a6-b35c-c5a40cca728d,1593405179814.0,3ON104KXQOWMEHBKKM48D2BQLGJ4W8,Pi,C,11.0,0,3,31,313,0.0,endTrial,False
0,5efa2947ce2f7f58fcd0af90,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593452871379.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,vertical,horizontal,,0,practice,100,0,0.0,endTrial,True
1,5efa2a80ce2f7f58fcd0afa4,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453184837.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,0.0,0,0,87,87,0.1,endTrial,False
2,5efa2b90ce2f7f58fcd0afbe,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453456855.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,Pi,1.0,0,0,100,187,0.3,endTrial,False
3,5efa2c40ce2f7f58fcd0afd2,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453632260.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,Pi,2.0,0,0,93,280,0.4,endTrial,False
4,5efa2cd7ce2f7f58fcd0afe4,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453783089.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,Pi,C,3.0,0,1,100,380,0.6,endTrial,False
5,5efa2d78ce2f7f58fcd0affb,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593453944591.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,Pi,L,4.0,0,1,100,480,0.8,endTrial,False
6,5efa2e1dce2f7f58fcd0b020,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593454109220.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,L,5.0,0,1,87,567,0.9,endTrial,False
7,5efa2ea3ce2f7f58fcd0b03a,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593454243403.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,Pi,6.0,0,2,100,667,1.1,endTrial,False
8,5efa2f26ce2f7f58fcd0b054,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593454374564.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,L,C,7.0,0,2,100,767,1.3,endTrial,False
9,5efa2f79ce2f7f58fcd0b072,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593454457707.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,Pi,8.0,0,2,31,798,1.3,endTrial,False
10,5efa2fc4ce2f7f58fcd0b08a,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593454532947.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,Pi,C,9.0,0,3,100,898,1.5,endTrial,False
11,5efa3007ce2f7f58fcd0b09c,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593454599277.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,Pi,L,10.0,0,3,100,998,1.7,endTrial,False
12,5efa3067ce2f7f58fcd0b0b8,pilot2,2083-6615b44d-57a8-4953-beca-afa15df0c195,1593454695333.0,3RKNTXVS3QYP748HJH8GVDEZT1PA4K,C,L,11.0,0,3,68,1066,1.75,endTrial,False
0,5efa1339ce2f7f58fcd0aebd,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593447225454.0,32EYX73OY49GNJOD0YLK3713SIRRUM,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
1,5efa1391ce2f7f58fcd0aec2,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593447313168.0,32EYX73OY49GNJOD0YLK3713SIRRUM,horizontal,vertical,,0,practice,100,0,0.0,endTrial,True
2,5efa14bdce2f7f58fcd0aed3,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593447613957.0,32EYX73OY49GNJOD0YLK3713SIRRUM,C,Pi,0.0,0,0,81,81,0.1,endTrial,False
3,5efa15b7ce2f7f58fcd0aee4,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593447863338.0,32EYX73OY49GNJOD0YLK3713SIRRUM,L,Pi,1.0,0,0,68,149,0.15,endTrial,False
4,5efa1688ce2f7f58fcd0aef4,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593448072497.0,32EYX73OY49GNJOD0YLK3713SIRRUM,L,C,2.0,0,0,75,224,0.2,endTrial,False
5,5efa1733ce2f7f58fcd0af05,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593448243060.0,32EYX73OY49GNJOD0YLK3713SIRRUM,C,L,3.0,0,1,100,324,0.4,endTrial,False
6,5efa17e4ce2f7f58fcd0af15,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593448420349.0,32EYX73OY49GNJOD0YLK3713SIRRUM,Pi,C,4.0,0,1,81,405,0.5,endTrial,False
7,5efa18b7ce2f7f58fcd0af26,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593448631965.0,32EYX73OY49GNJOD0YLK3713SIRRUM,Pi,L,5.0,0,1,100,505,0.7,endTrial,False
8,5efa1978ce2f7f58fcd0af37,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593448824966.0,32EYX73OY49GNJOD0YLK3713SIRRUM,L,C,6.0,0,2,100,605,0.89,endTrial,False
9,5efa1a41ce2f7f58fcd0af47,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593449025838.0,32EYX73OY49GNJOD0YLK3713SIRRUM,L,Pi,7.0,0,2,100,705,1.09,endTrial,False
10,5efa1b0bce2f7f58fcd0af57,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593449227166.0,32EYX73OY49GNJOD0YLK3713SIRRUM,C,Pi,8.0,0,2,75,780,1.14,endTrial,False
11,5efa1bafce2f7f58fcd0af67,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593449391411.0,32EYX73OY49GNJOD0YLK3713SIRRUM,Pi,C,9.0,0,3,100,880,1.35,endTrial,False
12,5efa1c6bce2f7f58fcd0af76,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593449579557.0,32EYX73OY49GNJOD0YLK3713SIRRUM,Pi,L,10.0,0,3,100,980,1.54,endTrial,False
13,5efa1d5ace2f7f58fcd0af87,pilot2,3086-e9f8b532-4969-4703-852e-f6f029d281e2,1593449818701.0,32EYX73OY49GNJOD0YLK3713SIRRUM,C,L,11.0,0,3,87,1067,1.65,endTrial,False
0,5ef915bace2f7f58fcd0aa94,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593382330381.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,horizontal,vertical,,0,practice,25,0,0.0,endTrial,True
1,5ef91607ce2f7f58fcd0aa9b,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593382407212.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,horizontal,vertical,,0,practice,100,0,0.0,endTrial,True
2,5ef9171ece2f7f58fcd0aac8,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593382686620.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,L,C,0.0,0,0,56,56,0.0,endTrial,False
3,5ef917eece2f7f58fcd0aaeb,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593382894915.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,L,Pi,1.0,0,0,87,143,0.1,endTrial,False
4,5ef918bcce2f7f58fcd0ab14,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593383100166.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,C,Pi,2.0,0,0,43,186,0.1,endTrial,False
5,5ef91987ce2f7f58fcd0ab2f,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593383303695.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,C,L,3.0,0,1,93,279,0.2,endTrial,False
6,5ef91a60ce2f7f58fcd0ab3e,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593383520952.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,Pi,C,4.0,0,1,81,360,0.3,endTrial,False
7,5ef91b01ce2f7f58fcd0ab4a,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593383681417.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,Pi,L,5.0,0,1,68,428,0.35,endTrial,False
8,5ef91bb3ce2f7f58fcd0ab57,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593383859818.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,L,Pi,6.0,0,2,75,503,0.4,endTrial,False
9,5ef91c95ce2f7f58fcd0ab65,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593384085199.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,C,Pi,7.0,0,2,62,565,0.45,endTrial,False
10,5ef91d3cce2f7f58fcd0ab72,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593384252483.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,L,C,8.0,0,2,81,646,0.55,endTrial,False
11,5ef91e03ce2f7f58fcd0ab7f,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593384451307.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,Pi,C,9.0,0,3,56,702,0.55,endTrial,False
12,5ef91eb2ce2f7f58fcd0ab8c,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593384626640.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,Pi,L,10.0,0,3,68,770,0.6,endTrial,False
13,5ef91f3bce2f7f58fcd0ab98,pilot2,4282-2568ede7-963d-4fee-ab15-b69e472ef360,1593384763067.0,3EQHHY4HQWS8DEPKJMJ0WRVGRNS5GH,C,L,11.0,0,3,87,857,0.7,endTrial,False
0,5efa2ca9ce2f7f58fcd0afdf,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593453737182.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,vertical,horizontal,,0,practice,50,0,0.0,endTrial,True
1,5efa2d0cce2f7f58fcd0afed,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593453836591.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,vertical,horizontal,,0,practice,100,0,0.0,endTrial,True
2,5efa2e08ce2f7f58fcd0b019,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593454088371.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,L,Pi,0.0,0,0,100,100,0.2,endTrial,False
3,5efa3014ce2f7f58fcd0b0a1,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593454612020.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,C,Pi,1.0,0,0,93,193,0.3,endTrial,False
4,5efa30b5ce2f7f58fcd0b0d0,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593454773081.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,L,C,2.0,0,0,100,293,0.5,endTrial,False
5,5efa315cce2f7f58fcd0b0ec,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593454940210.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,Pi,C,3.0,0,1,100,393,0.7,endTrial,False
6,5efa31dbce2f7f58fcd0b111,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593455067277.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,Pi,L,4.0,0,1,100,493,0.89,endTrial,False
7,5efa326cce2f7f58fcd0b139,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593455212130.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,C,L,5.0,0,1,100,593,1.09,endTrial,False
8,5efa32e8ce2f7f58fcd0b163,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593455336700.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,C,Pi,6.0,0,2,100,693,1.29,endTrial,False
9,5efa336ece2f7f58fcd0b191,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593455470782.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,L,Pi,7.0,0,2,100,793,1.49,endTrial,False
10,5efa33edce2f7f58fcd0b1c3,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593455597881.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,L,C,8.0,0,2,100,893,1.69,endTrial,False
11,5efa3465ce2f7f58fcd0b1ef,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593455717211.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,C,L,9.0,0,3,100,993,1.89,endTrial,False
12,5efa34dcce2f7f58fcd0b20c,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593455836779.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,Pi,L,10.0,0,3,100,1093,2.09,endTrial,False
13,5efa355cce2f7f58fcd0b22e,pilot2,4909-705b801e-4ec3-4910-b180-bb7612d80f25,1593455964097.0,3LJ7UR74RLDWRN26SLDLHJYZS8ON4H,Pi,C,11.0,0,3,100,1193,2.29,endTrial,False
0,5ef96275ce2f7f58fcd0abba,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593401973649.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,vertical,horizontal,,0,practice,50,0,0.0,endTrial,True
1,5ef962b2ce2f7f58fcd0abbe,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402034836.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,vertical,horizontal,,0,practice,25,0,0.0,endTrial,True
2,5ef962dcce2f7f58fcd0abc2,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402076431.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,vertical,horizontal,,0,practice,100,0,0.0,endTrial,True
3,5ef9634bce2f7f58fcd0abcc,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402187871.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,L,Pi,0.0,0,0,37,37,0.0,endTrial,False
4,5ef96396ce2f7f58fcd0abd6,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402262420.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,L,C,1.0,0,0,37,74,0.0,endTrial,False
5,5ef963c8ce2f7f58fcd0abe0,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402312504.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,C,Pi,2.0,0,0,37,111,0.0,endTrial,False
6,5ef9641dce2f7f58fcd0abea,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402397574.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,Pi,L,3.0,0,1,50,161,0.0,endTrial,False
7,5ef96445ce2f7f58fcd0abf4,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402437506.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,Pi,C,4.0,0,1,12,173,0.0,endTrial,False
8,5ef96485ce2f7f58fcd0abfe,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402501272.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,C,L,5.0,0,1,12,185,0.0,endTrial,False
9,5ef964a1ce2f7f58fcd0ac08,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402529665.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,C,Pi,6.0,0,2,31,216,0.0,endTrial,False
10,5ef964e2ce2f7f58fcd0ac12,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402594965.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,L,Pi,7.0,0,2,25,241,0.0,endTrial,False
11,5ef96517ce2f7f58fcd0ac1e,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402647875.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,L,C,8.0,0,2,25,266,0.0,endTrial,False
12,5ef96540ce2f7f58fcd0ac29,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402688276.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,Pi,C,9.0,0,3,31,297,0.0,endTrial,False
13,5ef96568ce2f7f58fcd0ac35,pilot2,5584-cb7536bf-73d0-4d3c-a0ec-2735882de660,1593402728171.0,3GU1KF0O4M1GF7ZSNF00TM902BXBPQ,Pi,L,10.0,0,3,37,334,0.0,endTrial,False
