,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,individualPracticeAttempts,trialScore,cumulativeScore,cumulativeBonus,eventType,practice
4,5f4fe85c1034572e6687faa7,pilot4,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,1599072348378.0,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,Pi,C,3.0,0,1,0,93,329,0.55,endTrial,False
5,5f4fe9461034572e6687fadb,pilot4,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,1599072582041.0,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,C,L,4.0,0,1,0,100,429,0.8,endTrial,False
6,5f4fea1e1034572e6687fb0c,pilot4,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,1599072798875.0,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,Pi,L,5.0,0,1,0,100,529,1.05,endTrial,False
7,5f4feade1034572e6687fb37,pilot4,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,1599072990358.0,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,L,C,6.0,0,2,0,100,629,1.3,endTrial,False
8,5f4feb801034572e6687fb5a,pilot4,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,1599073152757.0,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,C,Pi,7.0,0,2,0,100,729,1.55,endTrial,False
9,5f4fec281034572e6687fb94,pilot4,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,1599073320657.0,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,L,Pi,8.0,0,2,0,100,829,1.8,endTrial,False
10,5f4fecd31034572e6687fbd2,pilot4,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,1599073491132.0,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,Pi,C,9.0,0,3,0,75,904,1.9,endTrial,False
11,5f4fed361034572e6687fbf8,pilot4,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,1599073590551.0,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,Pi,L,10.0,0,3,0,50,954,1.9,endTrial,False
12,5f4feddb1034572e6687fc36,pilot4,6064-78a665ff-7528-45c6-91d1-960cc9647fa6,1599073755918.0,3MB8LZR5BJTRHPOO10KMB8J7YL3LKG,C,L,11.0,0,3,0,100,1054,2.15,endTrial,False
0,5f5158131034572e6687fee9,pilot4,6169-888a2828-0e46-483c-b48d-cf18271187ed,1599166483550.0,3WJEQKOXAC28F5BYWZPEXF7XVFQA1U,horizontal,vertical,,0,practice,0,75,0,0.0,endTrial,True
1,5f5158481034572e6687fef4,pilot4,6169-888a2828-0e46-483c-b48d-cf18271187ed,1599166536569.0,3WJEQKOXAC28F5BYWZPEXF7XVFQA1U,horizontal,vertical,,0,practice,0,75,0,0.0,endTrial,True
