,_id,iterationName,gameid,time,assignmentId,leftTarget,rightTarget,trialNum,turnNum,repNum,individualPracticeAttempts,trialScore,cumulativeScore,cumulativeBonus,eventType,practice
13,5f47dfe6df57f9222c29ccf0,pilot3,5809-2a5e096b-a425-4bc7-b495-cf74cb60ded6,1598545894108.0,3IFS6Q0HJJXHBMAZNQA946Z5K1ZSIX,Pi,C,10.0,0,3,0,100,961,2.09,endTrial,False
14,5f47e02adf57f9222c29cd06,pilot3,5809-2a5e096b-a425-4bc7-b495-cf74cb60ded6,1598545962233.0,3IFS6Q0HJJXHBMAZNQA946Z5K1ZSIX,C,L,11.0,0,3,0,100,1061,2.34,endTrial,False
0,5f47d851df57f9222c29cc28,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598543953399.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,horizontal,vertical,,0,practice,1,100,0,0.0,endTrial,True
1,5f47dabedf57f9222c29cc43,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598544574161.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,C,Pi,0.0,0,0,1,62,62,0.1,endTrial,False
2,5f47db9adf57f9222c29cc54,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598544794034.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,L,Pi,1.0,0,0,1,100,162,0.35,endTrial,False
3,5f47dc77df57f9222c29cc6a,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598545015595.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,L,C,2.0,0,0,1,100,262,0.6,endTrial,False
4,5f47dd82df57f9222c29cc86,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598545282574.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,Pi,L,3.0,0,1,1,100,362,0.85,endTrial,False
5,5f47de5bdf57f9222c29cc9f,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598545499775.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,Pi,C,4.0,0,1,1,100,462,1.1,endTrial,False
6,5f47deecdf57f9222c29ccba,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598545644135.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,C,L,5.0,0,1,1,100,562,1.35,endTrial,False
7,5f47df41df57f9222c29cccf,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598545729415.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,C,Pi,6.0,0,2,1,100,662,1.6,endTrial,False
8,5f47dfc8df57f9222c29ccea,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598545864965.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,L,C,7.0,0,2,1,100,762,1.85,endTrial,False
9,5f47e005df57f9222c29ccfc,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598545925574.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,L,Pi,8.0,0,2,1,100,862,2.1,endTrial,False
10,5f47e03ddf57f9222c29cd0f,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598545981224.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,Pi,C,9.0,0,3,1,100,962,2.35,endTrial,False
11,5f47e07bdf57f9222c29cd1b,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598546043575.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,Pi,L,10.0,0,3,1,100,1062,2.6,endTrial,False
12,5f47e0aedf57f9222c29cd25,pilot3,6598-80d65299-0654-43b4-9f27-08572427cb2d,1598546094765.0,3NQL1CS15SMJTE68L31H1HD09OWVYG,C,L,11.0,0,3,1,100,1162,2.85,endTrial,False
