0,5,0.0,0.001,1,full
1,5,0.0,0.001,2,full
2,5,0.0,0.001,3,full
3,5,0.0,0.001,4,full
4,5,0.0,0.001,5,full
5,5,0.0,0.001,6,full
6,5,0.0,0.001,7,full
7,5,0.0,0.001,8,full
8,5,0.0,0.001,9,full
9,5,0.0,0.001,10,full
10,5,0.0,0.001,11,full
11,5,0.0,0.001,12,full
12,5,0.0,0.001,13,full
13,5,0.0,0.001,14,full
14,5,0.0,0.001,15,full
15,5,0.0,0.001,16,full
16,5,0.0,0.001,17,full
17,5,0.0,0.001,18,full
18,5,0.0,0.001,19,full
19,5,0.0,0.001,20,full
20,5,0.0,0.001,21,full
21,5,0.0,0.001,22,full
22,5,0.0,0.001,23,full
23,5,0.0,0.001,24,full
24,5,0.0,0.001,25,full
25,5,0.0,0.001,26,full
26,5,0.0,0.001,27,full
27,5,0.0,0.001,28,full
28,5,0.0,0.001,29,full
29,5,0.0,0.001,30,full
30,5,0.0,0.001,31,full
31,5,0.0,0.001,32,full
32,5,0.0,0.001,33,full
33,5,0.0,0.001,34,full
34,5,0.0,0.001,35,full
35,5,0.0,0.001,36,full
36,5,0.0,0.001,37,full
37,5,0.0,0.001,38,full
38,5,0.0,0.001,39,full
39,5,0.0,0.001,40,full
40,5,0.0,0.001,41,full
41,5,0.0,0.001,42,full
42,5,0.0,0.001,43,full
43,5,0.0,0.001,44,full
44,5,0.0,0.001,45,full
45,5,0.0,0.001,46,full
46,5,0.0,0.001,47,full
47,5,0.0,0.001,48,full
48,5,0.0,0.001,49,full
49,5,0.0,0.001,1,noDSL
50,5,0.0,0.001,2,noDSL
51,5,0.0,0.001,3,noDSL
52,5,0.0,0.001,4,noDSL
53,5,0.0,0.001,5,noDSL
54,5,0.0,0.001,6,noDSL
55,5,0.0,0.001,7,noDSL
56,5,0.0,0.001,8,noDSL
57,5,0.0,0.001,9,noDSL
58,5,0.0,0.001,10,noDSL
59,5,0.0,0.001,11,noDSL
60,5,0.0,0.001,12,noDSL
61,5,0.0,0.001,13,noDSL
62,5,0.0,0.001,14,noDSL
63,5,0.0,0.001,15,noDSL
64,5,0.0,0.001,16,noDSL
65,5,0.0,0.001,17,noDSL
66,5,0.0,0.001,18,noDSL
67,5,0.0,0.001,19,noDSL
68,5,0.0,0.001,20,noDSL
69,5,0.0,0.001,21,noDSL
70,5,0.0,0.001,22,noDSL
71,5,0.0,0.001,23,noDSL
72,5,0.0,0.001,24,noDSL
73,5,0.0,0.001,25,noDSL
74,5,0.0,0.001,26,noDSL
75,5,0.0,0.001,27,noDSL
76,5,0.0,0.001,28,noDSL
77,5,0.0,0.001,29,noDSL
78,5,0.0,0.001,30,noDSL
79,5,0.0,0.001,31,noDSL
80,5,0.0,0.001,32,noDSL
81,5,0.0,0.001,33,noDSL
82,5,0.0,0.001,34,noDSL
83,5,0.0,0.001,35,noDSL
84,5,0.0,0.001,36,noDSL
85,5,0.0,0.001,37,noDSL
86,5,0.0,0.001,38,noDSL
87,5,0.0,0.001,39,noDSL
88,5,0.0,0.001,40,noDSL
89,5,0.0,0.001,41,noDSL
90,5,0.0,0.001,42,noDSL
91,5,0.0,0.001,43,noDSL
92,5,0.0,0.001,44,noDSL
93,5,0.0,0.001,45,noDSL
94,5,0.0,0.001,46,noDSL
95,5,0.0,0.001,47,noDSL
96,5,0.0,0.001,48,noDSL
97,5,0.0,0.001,49,noDSL
98,5,0.0,0.001,1,noConvention
99,5,0.0,0.001,2,noConvention
100,5,0.0,0.001,3,noConvention
101,5,0.0,0.001,4,noConvention
102,5,0.0,0.001,5,noConvention
103,5,0.0,0.001,6,noConvention
104,5,0.0,0.001,7,noConvention
105,5,0.0,0.001,8,noConvention
106,5,0.0,0.001,9,noConvention
107,5,0.0,0.001,10,noConvention
108,5,0.0,0.001,11,noConvention
109,5,0.0,0.001,12,noConvention
110,5,0.0,0.001,13,noConvention
111,5,0.0,0.001,14,noConvention
112,5,0.0,0.001,15,noConvention
113,5,0.0,0.001,16,noConvention
114,5,0.0,0.001,17,noConvention
115,5,0.0,0.001,18,noConvention
